food_id,food_name,cuisine_type,region,country,diet_type,meal_type,serving_size_g,calories,protein_g,fat_g,carbs_g,fiber_g,sugar_g,sodium_mg,cholesterol_mg,suitable_breakfast,suitable_lunch,suitable_dinner,suitable_snack,spring,summer,fall,winter,allergens
563,Sawda Djej,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Breakfast,100,322.0,7.0,10.2,32.6,5.2,11.2,559.0,31.0,1,1,0,0,0,0,1,1,['None']
564,Aubergines à la Provençale,French,European,France,Vegetarian,Lunch,100,224.1,6.4,15.5,11.0,6.7,14.2,222.0,19.0,0,1,1,0,1,1,1,0,"['None', 'Dairy']"
565,Tinga de Pollo,Mexican,Latin American,Mexico,Non-Vegetarian,Snack,100,172.9,27.5,20.1,17.2,3.1,9.0,477.0,33.0,1,1,0,1,1,1,1,1,['Eggs']
566,Tonkatsu,Japanese,Asian,Japan,Non-Vegetarian,Dessert,100,458.5,6.2,27.8,45.9,4.1,25.7,975.0,140.0,0,1,1,0,0,1,1,0,"['Eggs', 'Dairy', 'None']"
567,Chorizo Tacos,Mexican,Latin American,Mexico,Non-Vegetarian,Breakfast,100,343.0,7.7,10.4,26.0,2.7,7.5,800.0,101.0,1,0,0,1,1,1,1,1,"['Gluten', 'Dairy', 'Shellfish']"
568,Pollo al Limone,Italian,European,Italy,Non-Vegetarian,Dinner,100,256.6,27.3,9.8,7.6,1.0,5.2,493.0,64.0,0,1,1,1,1,1,1,1,['Gluten']
569,Provençal Tart,French,European,France,Vegetarian,Lunch,100,200.1,12.7,3.2,36.0,7.4,12.2,753.0,1.0,0,0,1,1,1,1,1,1,"['Nuts', 'Dairy', 'Gluten']"
570,Salt and Pepper Squid,Chinese,Asian,China,Non-Vegetarian,Breakfast,100,238.4,18.3,14.2,36.9,5.6,14.2,1139.0,150.0,1,1,0,0,1,1,1,1,"['Nuts', 'Shellfish', 'None']"
571,Tarte Flambée,French,European,France,Vegetarian,Lunch,100,280.0,6.4,18.0,12.0,3.8,13.6,279.0,9.0,0,0,1,0,1,0,1,0,"['Shellfish', 'Soy']"
572,Pescado Zarandeado,Mexican,Latin American,Mexico,Non-Vegetarian,Snack,100,184.5,32.2,19.0,25.2,1.4,7.6,984.0,68.0,1,0,0,1,0,1,1,1,[]
573,Hu Tieu Nam Vang,Vietnamese,Asian,Vietnam,Non-Vegetarian,Snack,100,252.7,19.2,29.5,24.4,5.6,3.0,1004.0,122.0,0,0,0,1,1,0,1,1,"['Eggs', 'Gluten', 'Shellfish']"
574,Banh Beo,Vietnamese,Asian,Vietnam,Non-Vegetarian,Lunch,100,322.9,34.3,16.7,8.9,4.0,7.3,818.0,55.0,0,0,1,1,1,1,1,1,[]
575,Setas al Ajillo,Spanish,European,Spain,Vegetarian,Beverage,100,226.1,6.7,10.3,35.8,8.0,4.3,384.0,11.0,1,1,1,1,1,1,1,0,[]
576,Mysore Pak,Indian,Asian,India,Vegetarian,Snack,100,149.7,12.4,18.5,24.8,8.0,13.6,692.0,7.0,0,0,1,1,1,0,1,1,[]
577,Elote,Mexican,Latin American,Mexico,Vegetarian,Beverage,100,339.1,7.5,8.8,12.5,5.9,2.5,274.0,13.0,0,1,1,0,1,1,1,0,"['Eggs', 'Gluten', 'Dairy']"
578,Bean Taquitos,Mexican,Latin American,Mexico,Vegetarian,Dinner,100,302.2,13.5,8.1,44.3,8.9,11.7,203.0,28.0,1,1,1,0,1,1,1,1,"['Gluten', 'None']"
579,Chiles en Nogada with Meat,Mexican,Latin American,Mexico,Non-Vegetarian,Dinner,100,386.3,28.7,15.3,20.0,3.9,5.1,408.0,67.0,0,0,1,0,0,1,1,1,"['Shellfish', 'None']"
580,Hong Kong-Style Roast Goose,Chinese,Asian,China,Non-Vegetarian,Lunch,100,350.6,32.2,11.0,33.6,2.0,6.6,977.0,127.0,0,1,0,0,1,1,0,1,['Soy']
581,Calabaza en Tacha,Mexican,Latin American,Mexico,Vegetarian,Dessert,100,483.7,3.8,27.2,29.6,3.5,33.5,574.0,10.0,0,1,0,0,1,1,1,1,['Eggs']
582,Beef with Broccoli,Chinese,Asian,China,Non-Vegetarian,Dinner,100,368.3,18.4,9.2,26.5,2.9,8.5,645.0,50.0,0,0,1,0,1,0,1,1,[]
583,Pan con Tomate,Spanish,European,Spain,Vegetarian,Beverage,100,309.1,9.6,6.2,38.8,6.1,9.5,423.0,33.0,0,1,1,0,1,1,1,1,['Dairy']
584,Vegetable Baozi,Chinese,Asian,China,Vegetarian,Lunch,100,307.4,11.5,4.8,43.6,7.4,10.8,354.0,35.0,0,1,1,0,1,1,1,1,"['Soy', 'Eggs']"
585,Crab Cakes,American,North American,United States,Non-Vegetarian,Breakfast,100,381.3,6.7,13.2,46.6,1.3,19.3,911.0,106.0,1,1,0,0,1,0,1,1,[]
586,Prosciutto e Fichi,Italian,European,Italy,Non-Vegetarian,Dessert,100,281.2,3.2,28.8,35.4,3.9,24.8,425.0,31.0,1,0,1,0,1,1,1,1,['Shellfish']
587,Vegetable Molletes,Mexican,Latin American,Mexico,Vegetarian,Breakfast,100,336.1,19.6,12.4,30.7,3.4,11.4,408.0,35.0,1,1,0,0,1,1,1,1,[]
588,Pissaladière,French,European,France,Vegetarian,Breakfast,100,326.4,12.6,7.8,49.5,2.7,3.3,564.0,24.0,0,1,0,0,1,1,1,1,"['Shellfish', 'Gluten']"
589,Gimbap,Korean,Asian,South Korea,Non-Vegetarian,Beverage,100,253.8,23.4,25.3,10.9,4.9,6.5,677.0,85.0,1,1,0,0,1,1,1,0,"['Shellfish', 'Soy', 'Gluten']"
590,Vegetable Kibbeh,Lebanese,Middle Eastern,Lebanon,Vegetarian,Snack,100,164.2,12.0,11.7,22.8,6.8,14.9,405.0,37.0,0,1,0,0,1,1,1,1,[]
591,Banh Cuon,Vietnamese,Asian,Vietnam,Non-Vegetarian,Beverage,100,236.3,16.1,12.5,17.6,1.3,0.0,1124.0,131.0,1,1,1,1,1,1,1,1,"['Dairy', 'None', 'Nuts']"
592,Pescado a la Veracruzana,Mexican,Latin American,Mexico,Non-Vegetarian,Lunch,100,335.6,18.4,10.6,7.0,4.3,9.3,687.0,44.0,0,1,0,1,1,1,1,1,"['Eggs', 'Shellfish', 'Soy']"
593,Cozze Gratinate,Italian,European,Italy,Non-Vegetarian,Breakfast,100,328.1,10.2,12.5,38.6,6.0,4.0,332.0,149.0,1,1,1,1,1,0,1,1,[]
594,Bruschetta,Italian,European,Italy,Vegetarian,Dessert,100,269.8,1.5,13.8,26.4,2.0,35.1,339.0,18.0,0,1,0,1,1,1,1,1,"['Nuts', 'Dairy']"
595,Pad Thai,Thai,Asian,Thailand,Non-Vegetarian,Breakfast,100,368.9,12.6,22.2,46.0,1.1,16.0,715.0,149.0,1,0,0,0,1,1,0,1,['Nuts']
596,Manduguk,Korean,Asian,South Korea,Non-Vegetarian,Snack,100,270.8,34.7,24.6,12.5,3.2,9.9,1072.0,42.0,0,0,0,1,1,1,1,1,"['Nuts', 'Soy', 'Dairy']"
597,Tamarind Rice,Indian,Asian,India,Vegetarian,Snack,100,276.6,7.1,3.1,26.1,3.9,12.5,336.0,33.0,0,0,0,1,1,1,1,0,['Dairy']
598,Vegetable Enchiladas Verdes,Mexican,Latin American,Mexico,Vegetarian,Beverage,100,100.1,6.7,7.1,19.3,2.5,3.6,489.0,12.0,1,1,0,1,0,1,0,1,"['Shellfish', 'Eggs']"
599,Cha Gio,Vietnamese,Asian,Vietnam,Non-Vegetarian,Breakfast,100,304.3,10.7,22.5,47.2,4.5,7.9,396.0,144.0,1,1,0,0,1,1,0,1,"['Shellfish', 'None', 'Soy']"
600,Tarte aux Épinards,French,European,France,Vegetarian,Lunch,100,115.1,6.6,8.1,22.8,3.3,12.0,186.0,25.0,1,1,1,0,0,1,1,1,"['Eggs', 'Soy']"
601,Pulpo a la Mexicana,Mexican,Latin American,Mexico,Non-Vegetarian,Snack,100,181.0,16.4,28.0,10.7,4.9,5.4,370.0,145.0,0,0,0,1,1,1,1,1,"['Nuts', 'Dairy', 'None']"
602,Sopa de Lima,Mexican,Latin American,Mexico,Non-Vegetarian,Beverage,100,211.7,32.2,11.7,30.6,0.1,5.1,992.0,142.0,1,1,0,0,0,1,1,1,[]
603,Keftedakia,Greek,European,Greece,Non-Vegetarian,Beverage,100,377.3,31.4,27.5,11.0,1.7,2.9,639.0,77.0,1,0,1,0,0,0,1,1,['None']
604,Pla Sam Rod,Thai,Asian,Thailand,Non-Vegetarian,Beverage,100,286.1,18.2,23.2,10.0,1.9,5.0,1017.0,119.0,0,0,1,0,1,1,1,0,"['Gluten', 'Dairy', 'Nuts']"
605,Bun Bo Hue,Vietnamese,Asian,Vietnam,Non-Vegetarian,Snack,100,311.4,18.1,20.0,7.6,2.3,4.1,336.0,63.0,0,0,0,1,1,0,1,1,"['Shellfish', 'Soy']"
606,Blanquette de Veau,French,European,France,Non-Vegetarian,Beverage,100,388.9,34.1,15.8,6.3,1.1,3.9,1153.0,47.0,0,1,0,1,1,0,1,1,['Shellfish']
607,Ca Kho To,Vietnamese,Asian,Vietnam,Non-Vegetarian,Lunch,100,340.9,17.2,29.6,16.4,4.7,3.4,865.0,53.0,1,1,1,0,1,1,1,0,[]
608,Poulet Basquaise,French,European,France,Non-Vegetarian,Beverage,100,186.5,33.8,28.2,31.6,3.8,8.1,362.0,70.0,0,1,1,0,1,1,1,1,"['Nuts', 'Shellfish', 'Gluten']"
609,Coquilles Saint-Jacques,French,European,France,Non-Vegetarian,Beverage,100,228.4,27.7,15.8,9.5,3.6,8.1,644.0,46.0,0,1,1,1,0,1,1,0,[]
610,Polenta e Funghi,Italian,European,Italy,Vegetarian,Beverage,100,149.2,5.8,8.1,35.7,6.8,10.7,354.0,33.0,1,1,1,0,1,1,1,1,['Gluten']
611,Shish Tawook,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Breakfast,100,251.0,12.0,21.0,25.4,1.8,17.9,609.0,112.0,1,0,0,0,1,0,1,1,"['Shellfish', 'Soy']"
612,Freekeh with Chicken,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Dessert,100,207.6,7.2,16.3,27.0,3.0,21.0,648.0,40.0,0,1,1,1,1,1,0,1,['Soy']
613,Vegetable Shawarma,Lebanese,Middle Eastern,Lebanon,Vegetarian,Dessert,100,244.1,3.7,11.8,56.9,0.0,27.1,186.0,12.0,1,0,1,0,1,1,1,1,"['Shellfish', 'Eggs']"
614,Elote Esquites,Mexican,Latin American,Mexico,Vegetarian,Beverage,100,331.5,4.9,19.4,18.2,7.9,8.7,719.0,22.0,1,1,1,0,1,1,1,1,['Nuts']
615,Risotto con Salsiccia,Italian,European,Italy,Non-Vegetarian,Breakfast,100,333.6,7.9,8.3,47.5,3.3,8.7,984.0,71.0,1,0,1,0,1,1,1,1,['Nuts']
616,Ladoo,Indian,Asian,India,Vegetarian,Snack,100,338.0,11.9,13.2,45.2,2.4,4.6,426.0,9.0,0,1,0,1,1,1,0,1,"['Shellfish', 'Soy']"
617,Vegetable Kimchi Fried Rice,Korean,Asian,South Korea,Vegetarian,Breakfast,100,386.0,18.8,13.5,30.3,7.7,10.0,442.0,14.0,1,0,1,0,1,1,1,0,"['Eggs', 'Soy', 'Dairy']"
618,Vegetable Futomaki,Japanese,Asian,Japan,Vegetarian,Beverage,100,327.4,9.8,16.0,42.5,4.7,7.1,694.0,15.0,0,1,1,0,1,1,1,1,['Shellfish']
619,Jokbal,Korean,Asian,South Korea,Non-Vegetarian,Beverage,100,348.5,33.8,21.7,27.2,4.8,8.5,656.0,36.0,1,0,0,0,1,1,0,0,['Nuts']
620,French Onion Soup,French,European,France,Non-Vegetarian,Breakfast,100,300.5,15.1,14.0,42.5,3.5,13.4,468.0,120.0,1,0,0,1,1,0,1,1,[]
621,Straccetti di Manzo,Italian,European,Italy,Non-Vegetarian,Breakfast,100,336.4,8.1,10.8,42.5,4.4,5.9,1171.0,116.0,1,0,1,0,1,1,0,1,[]
622,Naengmyeon,Korean,Asian,South Korea,Non-Vegetarian,Lunch,100,389.3,23.5,18.5,31.9,3.2,7.1,527.0,84.0,0,1,1,1,1,1,1,1,[]
623,Stuffed Grape Leaves,Lebanese,Middle Eastern,Lebanon,Vegetarian,Dinner,100,130.9,5.5,3.0,11.6,9.8,4.4,564.0,34.0,0,1,1,0,1,0,0,0,[]
624,Chicken Afghani,Indian,Asian,India,Non-Vegetarian,Breakfast,100,337.7,7.3,19.6,38.0,6.1,15.9,1178.0,99.0,1,1,1,0,1,1,1,1,[]
625,Vegetable Bouillabaisse,French,European,France,Vegetarian,Snack,100,185.4,10.8,4.2,45.9,3.0,5.6,671.0,24.0,1,0,1,1,1,1,1,0,[]
626,Bok Choy with Garlic Sauce,Chinese,Asian,China,Vegetarian,Dinner,100,198.4,8.7,17.5,23.6,9.0,2.2,644.0,34.0,0,1,0,1,1,1,1,1,[]
627,Scaloppine al Limone,Italian,European,Italy,Non-Vegetarian,Snack,100,195.5,23.6,11.6,26.2,3.2,6.4,477.0,55.0,0,0,1,1,0,1,1,1,"['Dairy', 'Gluten', 'Shellfish']"
628,Sweet and Sour Pork,Chinese,Asian,China,Non-Vegetarian,Dessert,100,212.4,3.9,21.2,55.0,3.3,25.9,1158.0,116.0,0,1,1,0,0,1,1,1,"['Gluten', 'Eggs', 'Dairy']"
629,Japchae Deopbap,Korean,Asian,South Korea,Vegetarian,Beverage,100,332.5,9.3,7.4,12.1,7.8,2.7,312.0,21.0,1,1,1,1,1,1,1,1,[]
630,Vegetable Pajeon,Korean,Asian,South Korea,Vegetarian,Lunch,100,241.1,10.2,5.8,25.2,6.9,14.6,609.0,37.0,0,1,1,0,0,1,1,1,[]
631,Foie Gras,French,European,France,Non-Vegetarian,Dessert,100,428.7,6.3,13.8,48.3,3.1,30.1,741.0,93.0,0,0,1,0,1,1,1,1,"['Nuts', 'None']"
632,Tofu Satay,Thai,Asian,Thailand,Vegetarian,Lunch,100,183.6,9.2,6.4,42.2,3.5,2.2,405.0,26.0,1,1,1,0,1,1,1,1,"['Nuts', 'None', 'Shellfish']"
633,Penne Arrabbiata,Italian,European,Italy,Vegetarian,Beverage,100,209.4,6.3,12.5,23.9,9.5,13.9,452.0,13.0,0,0,1,0,1,1,1,1,['Shellfish']
634,Kenchin-jiru,Japanese,Asian,Japan,Vegetarian,Dessert,100,421.1,1.3,19.5,36.8,4.6,15.3,487.0,30.0,1,1,1,0,1,0,0,0,['Shellfish']
635,Vegetable Jiaozi,Chinese,Asian,China,Vegetarian,Snack,100,221.3,4.0,19.5,30.7,6.9,4.3,438.0,17.0,0,0,0,1,1,1,1,1,[]
636,Bossam,Korean,Asian,South Korea,Non-Vegetarian,Beverage,100,168.7,17.1,26.4,12.2,1.2,5.0,992.0,37.0,1,0,1,0,1,1,1,1,[]
637,Zha Jiang Mian,Chinese,Asian,China,Non-Vegetarian,Dessert,100,373.0,2.1,10.7,26.8,4.2,17.9,341.0,83.0,0,1,1,1,1,1,1,1,"['Soy', 'Shellfish', 'None']"
638,Ikayaki,Japanese,Asian,Japan,Non-Vegetarian,Lunch,100,361.0,20.2,17.3,6.2,2.7,5.8,814.0,70.0,0,1,1,1,1,1,1,0,['Nuts']
639,Nachos,Mexican,Latin American,Mexico,Vegetarian,Dessert,100,294.7,2.0,17.3,28.5,3.8,39.2,779.0,35.0,1,1,1,0,1,1,1,0,"['Soy', 'Nuts', 'Shellfish']"
640,Vegetable Sukiyaki,Thai,Asian,Thailand,Vegetarian,Beverage,100,250.2,11.4,7.8,35.2,5.6,7.7,630.0,11.0,1,0,1,0,1,1,1,0,"['Shellfish', 'Nuts', 'Soy']"
641,Pollo en Salsa Verde,Mexican,Latin American,Mexico,Non-Vegetarian,Dinner,100,229.5,33.5,9.2,19.6,5.5,6.1,792.0,60.0,0,0,1,1,1,1,1,0,[]
642,Vegetable Hot and Sour Soup,Chinese,Asian,China,Vegetarian,Lunch,100,185.8,13.2,12.5,30.6,2.8,1.2,775.0,15.0,0,1,1,1,1,1,1,1,[]
643,Chinese Broccoli with Garlic,Chinese,Asian,China,Vegetarian,Snack,100,250.8,4.0,14.6,47.3,6.6,2.8,507.0,31.0,0,0,0,1,1,1,1,1,"['Gluten', 'None', 'Shellfish']"
644,Mushroom Dumplings,Chinese,Asian,China,Vegetarian,Breakfast,100,301.6,18.2,18.0,47.0,5.4,4.4,317.0,8.0,1,0,1,0,0,1,1,1,[]
645,Vegetable Picadillo,Mexican,Latin American,Mexico,Vegetarian,Snack,100,327.2,12.1,14.5,22.0,3.5,11.6,432.0,9.0,0,0,0,1,1,1,1,1,[]
646,Kadhi Pakora,Indian,Asian,India,Vegetarian,Dessert,100,385.0,1.4,16.5,41.4,0.7,39.6,246.0,5.0,1,0,1,1,1,1,1,1,"['Dairy', 'Shellfish']"
647,Bistecca alla Fiorentina,Italian,European,Italy,Non-Vegetarian,Lunch,100,200.9,30.4,17.4,22.0,0.1,0.3,701.0,128.0,0,0,1,1,1,1,0,1,[]
648,Vegetable Dolsot Bibimbap,Korean,Asian,South Korea,Vegetarian,Lunch,100,321.3,4.0,12.2,46.5,5.1,12.6,194.0,37.0,0,1,1,1,1,1,1,1,[]
649,Spicy Tuna Roll,Japanese,Asian,Japan,Non-Vegetarian,Beverage,100,337.9,33.8,22.9,15.9,5.6,2.8,599.0,114.0,0,0,0,1,1,0,1,1,"['Dairy', 'Eggs']"
650,Insalata di Lenticchie,Italian,European,Italy,Vegetarian,Dessert,100,429.6,9.4,14.1,52.9,3.7,16.6,371.0,11.0,0,1,1,0,1,1,1,1,"['Soy', 'Shellfish', 'Nuts']"
651,Chicken Fricassee,French,European,France,Non-Vegetarian,Dessert,100,291.3,9.8,22.9,50.1,4.9,24.4,1022.0,82.0,0,1,1,1,1,1,1,1,['Shellfish']
652,Risotto ai Funghi,Italian,European,Italy,Vegetarian,Dinner,100,317.4,5.2,19.1,18.8,4.6,11.6,376.0,24.0,0,0,1,0,1,1,0,1,['Nuts']
653,Tortilla Soup,Mexican,Latin American,Mexico,Vegetarian,Beverage,100,211.1,11.9,6.9,12.3,4.4,7.6,218.0,14.0,1,1,1,0,1,1,1,1,[]
654,Onion Uttapam,Indian,Asian,India,Vegetarian,Dinner,100,200.0,3.7,12.9,45.4,3.2,9.4,565.0,17.0,1,1,1,0,1,1,1,1,"['Eggs', 'None']"
655,Chicken Tikka Biryani,Indian,Asian,India,Non-Vegetarian,Breakfast,100,375.3,11.2,15.1,20.2,5.8,13.9,335.0,74.0,1,0,0,1,1,1,1,0,"['Soy', 'Shellfish', 'Nuts']"
656,Steamed Pork Ribs with Black Bean Sauce,Chinese,Asian,China,Non-Vegetarian,Breakfast,100,444.8,11.3,15.0,47.3,6.0,12.5,1018.0,134.0,1,0,0,0,1,1,1,0,[]
657,Beef Bourguignon,French,European,France,Non-Vegetarian,Lunch,100,264.2,24.5,16.5,34.0,4.2,0.8,1077.0,88.0,0,1,1,1,1,1,1,1,"['Dairy', 'Soy']"
658,Fettuccine Alfredo,Italian,European,Italy,Vegetarian,Lunch,100,117.2,9.6,10.1,45.1,3.6,12.6,490.0,2.0,0,1,1,0,1,1,0,1,"['Gluten', 'None', 'Nuts']"
659,Caponata Siciliana,Italian,European,Italy,Non-Vegetarian,Breakfast,100,443.0,12.7,10.8,34.1,7.0,7.5,473.0,45.0,1,0,0,0,1,1,1,1,"['Eggs', 'Shellfish']"
660,Samgyeopsal,Korean,Asian,South Korea,Non-Vegetarian,Snack,100,224.5,30.6,18.4,11.8,1.0,3.3,1146.0,71.0,1,1,0,1,1,1,0,0,['None']
661,Tendon,Japanese,Asian,Japan,Non-Vegetarian,Dessert,100,496.4,5.4,13.6,56.2,2.3,32.7,1185.0,36.0,1,0,1,1,0,1,0,1,"['Gluten', 'None', 'Dairy']"
662,Tagliatelle al Ragù,Italian,European,Italy,Non-Vegetarian,Dinner,100,174.2,29.4,14.2,10.5,0.2,0.2,997.0,46.0,0,1,1,0,1,1,1,1,"['Nuts', 'Eggs', 'Dairy']"
663,Erachi Varutharacha Curry,Indian,Asian,India,Non-Vegetarian,Dinner,100,266.9,27.1,17.4,5.8,4.7,0.1,986.0,137.0,0,1,1,0,1,1,1,1,"['Soy', 'Eggs', 'Nuts']"
664,Veal Marsala,Italian,European,Italy,Non-Vegetarian,Snack,100,258.2,25.7,18.5,16.7,5.3,8.9,602.0,104.0,0,0,1,1,1,1,1,1,"['Gluten', 'None', 'Dairy']"
665,Lamb Navarin,French,European,France,Non-Vegetarian,Breakfast,100,431.7,19.4,15.2,33.6,3.0,19.3,429.0,100.0,1,0,0,0,1,1,1,0,['Shellfish']
666,Pork Carnitas,Mexican,Latin American,Mexico,Non-Vegetarian,Dessert,100,284.8,3.5,18.1,60.0,0.3,29.5,374.0,49.0,0,0,1,0,0,0,1,1,[]
667,Yakisoba,Japanese,Asian,Japan,Non-Vegetarian,Beverage,100,259.9,25.2,13.7,14.5,0.5,3.0,1170.0,143.0,1,1,1,1,1,0,1,1,"['Dairy', 'Gluten']"
668,Stufato di Manzo,Italian,European,Italy,Non-Vegetarian,Dinner,100,233.7,26.4,28.0,5.2,4.9,9.5,382.0,49.0,0,1,0,0,1,1,0,1,"['None', 'Gluten', 'Soy']"
669,Pak Boong Fai Daeng,Thai,Asian,Thailand,Vegetarian,Lunch,100,340.2,9.5,3.2,20.3,5.6,10.7,613.0,40.0,0,1,1,0,1,1,1,0,['Shellfish']
670,Risotto alla Rapa Rossa,Italian,European,Italy,Vegetarian,Lunch,100,171.9,9.5,12.1,26.2,3.4,14.7,697.0,20.0,0,1,1,0,1,0,0,1,[]
671,Nam Tok,Thai,Asian,Thailand,Non-Vegetarian,Breakfast,100,350.8,8.4,15.9,40.8,4.6,19.8,850.0,75.0,1,0,0,0,1,1,1,1,"['Soy', 'Nuts', 'Gluten']"
672,Yangzhou Fried Rice,Chinese,Asian,China,Non-Vegetarian,Snack,100,343.0,18.4,16.5,15.4,2.6,7.8,736.0,125.0,1,0,0,1,0,1,1,1,[]
673,Ravioli,Italian,European,Italy,Vegetarian,Breakfast,100,344.1,10.1,21.2,27.1,2.6,11.1,283.0,0.0,1,0,0,0,0,1,1,1,[]
674,Vegetable Huaraches,Mexican,Latin American,Mexico,Vegetarian,Snack,100,262.1,9.1,10.6,48.7,6.6,13.1,198.0,23.0,0,1,0,1,0,0,1,0,"['Gluten', 'Nuts', 'Dairy']"
675,Lamb Mansaf,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Dinner,100,367.0,26.7,23.8,16.2,0.6,4.6,655.0,134.0,0,0,1,0,1,0,1,1,"['None', 'Soy']"
676,Yam Woon Sen,Thai,Asian,Thailand,Vegetarian,Dessert,100,273.2,9.7,29.2,33.7,1.7,37.4,777.0,18.0,1,0,1,0,0,1,1,1,"['Shellfish', 'Dairy', 'Eggs']"
677,Vegetable Pad Kee Mao,Thai,Asian,Thailand,Vegetarian,Breakfast,100,280.2,12.9,18.8,28.2,6.2,2.9,135.0,15.0,1,1,0,1,1,1,0,1,[]
678,Shiso Maki,Japanese,Asian,Japan,Vegetarian,Dessert,100,306.0,3.8,19.8,36.2,1.0,22.7,782.0,16.0,1,0,0,0,1,1,0,1,[]
679,Linguine ai Frutti di Mare,Italian,European,Italy,Non-Vegetarian,Dessert,100,333.4,6.2,29.7,33.5,3.4,32.9,847.0,41.0,1,1,0,1,1,1,1,1,"['None', 'Gluten', 'Eggs']"
680,Pepperoni Pizza,Italian,European,Italy,Non-Vegetarian,Beverage,100,319.2,16.3,21.1,27.2,1.3,8.4,327.0,131.0,1,1,0,0,1,1,1,0,[]
681,Ragù alla Bolognese,Italian,European,Italy,Non-Vegetarian,Dinner,100,265.1,19.4,10.9,33.6,0.4,2.0,613.0,104.0,0,1,1,0,1,1,1,1,['Dairy']
682,Vegetable Tom Kha,Thai,Asian,Thailand,Vegetarian,Lunch,100,236.2,4.5,7.9,19.6,3.7,6.8,593.0,9.0,0,1,1,0,1,1,0,1,"['Eggs', 'Shellfish']"
683,Beef Arayes,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Lunch,100,241.7,22.8,29.5,33.6,4.8,2.4,361.0,68.0,1,1,0,0,1,1,1,1,['Shellfish']
684,Giouvetsi,Greek,European,Greece,Non-Vegetarian,Snack,100,216.7,25.1,25.1,30.7,5.1,3.6,919.0,68.0,0,1,0,1,1,1,1,0,[]
685,Ras Asfour,Lebanese,Middle Eastern,Lebanon,Non-Vegetarian,Dessert,100,218.3,7.3,10.2,39.3,1.6,32.3,990.0,66.0,1,0,1,0,1,1,1,1,['Nuts']
686,Vegetable Chimichangas,Mexican,Latin American,Mexico,Vegetarian,Lunch,100,302.9,6.5,10.6,39.1,7.5,14.8,258.0,26.0,0,1,1,0,1,1,1,0,['Soy']
687,Zuppa di Pesce,Italian,European,Italy,Non-Vegetarian,Dinner,100,302.4,33.3,11.4,27.6,3.4,2.7,727.0,70.0,0,1,1,0,0,0,1,1,"['Shellfish', 'Eggs', 'Nuts']"
688,Tofu Laab,Thai,Asian,Thailand,Vegetarian,Lunch,100,244.8,13.7,12.7,35.3,6.1,1.7,263.0,20.0,0,1,0,0,1,1,1,1,[]
689,Kuromame,Japanese,Asian,Japan,Vegetarian,Beverage,100,177.6,5.2,11.6,22.9,4.1,7.5,193.0,37.0,0,0,0,1,1,1,0,0,[]
690,Pappardelle al Ragù di Cinghiale,Italian,European,Italy,Non-Vegetarian,Breakfast,100,416.9,15.6,7.1,43.3,6.7,15.8,403.0,107.0,1,1,0,0,1,1,1,1,"['Eggs', 'Shellfish', 'Gluten']"
691,Vegetable Biryani,Indian,Asian,India,Vegetarian,Breakfast,100,408.6,13.7,17.9,33.8,4.7,2.6,547.0,3.0,1,0,0,0,1,1,1,0,[]
692,Chicken Vindaloo,Indian,Asian,India,Non-Vegetarian,Breakfast,100,308.8,9.4,15.9,24.0,5.8,16.3,447.0,43.0,1,0,0,1,1,1,1,1,['None']
693,Kongguksu,Korean,Asian,South Korea,Non-Vegetarian,Beverage,100,186.4,32.5,19.6,19.0,0.6,6.5,1081.0,129.0,0,1,1,0,1,1,1,1,[]
694,Oyakodon,Japanese,Asian,Japan,Non-Vegetarian,Beverage,100,306.5,16.5,10.5,6.5,1.5,1.4,534.0,76.0,0,0,1,0,0,1,1,1,['Gluten']
695,Zampone con Lenticchie,Italian,European,Italy,Non-Vegetarian,Lunch,100,385.7,27.2,26.4,26.3,0.7,7.4,548.0,107.0,0,1,1,0,1,1,1,1,['Dairy']
696,Goong Pad Med Mamuang,Thai,Asian,Thailand,Non-Vegetarian,Snack,100,235.2,35.0,13.8,13.4,5.6,0.2,927.0,117.0,0,1,0,1,1,1,0,1,[]
697,Beef Chow Fun,Chinese,Asian,China,Non-Vegetarian,Breakfast,100,409.1,19.6,24.5,22.0,6.8,13.6,883.0,45.0,1,0,1,1,1,1,1,0,[]
698,Pork Satay,Thai,Asian,Thailand,Non-Vegetarian,Lunch,100,312.5,34.6,28.1,18.2,0.2,3.6,1044.0,114.0,0,1,1,0,1,1,1,0,['Nuts']
699,Aguachile,Mexican,Latin American,Mexico,Non-Vegetarian,Lunch,100,264.8,16.1,17.4,19.1,5.6,6.4,580.0,93.0,0,1,1,0,1,0,1,1,[]
700,Sundubu Jjigae,Korean,Asian,South Korea,Non-Vegetarian,Lunch,100,166.5,34.5,15.9,19.3,2.1,6.8,896.0,116.0,0,1,0,0,1,1,1,1,"['Eggs', 'Dairy']"
701,Vegetable Steamed Dumplings,Chinese,Asian,China,Vegetarian,Dinner,100,167.0,6.8,5.1,36.2,2.3,9.4,709.0,36.0,0,1,1,1,1,1,1,1,['Dairy']
